file1,"cod_event;cod_event_in;volcan;est;componente;id_cl;algo_detecion_id;fecha_pick;analista;snr;label_event;c_label;descripcion;prom_ruido_fondo;inicio;fin;largo;prob_vt;prob_lp;prob_tr;prob_ot; 
FU2Z05-01-2018_04:51:27.810;32;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.202405;737065.202946;71.898162;0.036815;0.343605;0.407010;0.212570; 
FU2Z05-01-2018_05:23:59.334;33;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.224992;737065.225098;9.000000;0.438563;0.338921;0.209349;0.013167; 
FU2Z05-01-2018_05:31:43.485;34;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.230364;737065.230609;44.162015;0.075396;0.238945;0.535184;0.150475; 
FU2Z05-01-2018_05:38:20.730;35;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.234962;737065.235088;97.367240;0.034076;0.357613;0.517922;0.090389; 
FU2Z05-01-2018_05:39:20.101;36;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.235649;737065.235923;98.987314;0.078287;0.208999;0.437031;0.275683; 
FU2Z05-01-2018_05:39:45.720;37;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.235946;737065.236142;80.949181;0.078527;0.355916;0.472438;0.093118; 
FU2Z05-01-2018_05:40:10.259;38;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.236230;737065.236584;53.587767;0.061900;0.293217;0.564696;0.080187; 
FU2Z05-01-2018_05:52:41.022;39;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.244919;737065.245275;62.795519;0.023693;0.229847;0.453429;0.293032; 
FU2Z05-01-2018_06:01:23.475;40;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.250966;737065.251071;88.467505;0.055239;0.241322;0.418693;0.284746; 
FU2Z05-01-2018_06:09:22.111;41;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.256506;737065.256799;44.162015;0.075114;0.329152;0.417454;0.178280; 
FU2Z05-01-2018_06:15:35.145;42;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.260823;737065.261036;34.266194;0.062201;0.470049;0.214045;0.253705; 
FU2Z05-01-2018_06:35:11.189;43;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.274435;737065.274719;90.374932;0.083719;0.305524;0.500906;0.109850; 
FU2Z05-01-2018_06:48:05.324;44;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.283395;737065.283531;23.264663;0.574148;0.274325;0.119443;0.032084; 
FU2Z05-01-2018_06:51:58.393;45;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.286092;737065.286532;62.795519;0.016181;0.383341;0.574228;0.026251; 
FU2Z05-01-2018_06:53:47.699;46;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.287358;737065.287610;44.162015;0.092412;0.289196;0.521979;0.096413; 
FU2Z05-01-2018_07:00:12.032;47;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.291806;737065.292026;98.987314;0.045948;0.237445;0.568616;0.147991; 
FU2Z05-01-2018_07:00:40.650;48;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.292137;737065.292242;80.949181;0.003035;0.395967;0.597513;0.003485; 
FU2Z05-01-2018_07:01:15.975;49;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.292546;737065.292651;34.266194;0.121336;0.509574;0.230839;0.138251; 
FU2Z05-01-2018_07:09:45.462;50;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.298443;737065.298625;34.266194;0.056815;0.528427;0.256376;0.158383; 
FU2Z05-01-2018_07:11:34.489;51;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.299705;737065.300159;71.898162;0.064552;0.279920;0.556067;0.099461; 
FU2Z05-01-2018_07:19:08.551;52;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.304960;737065.305199;44.162015;0.092496;0.323978;0.423278;0.160247; 
FU2Z05-01-2018_07:20:20.249;53;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.305790;737065.306187;90.763275;0.002062;0.557381;0.225641;0.214915; 
FU2Z05-01-2018_07:21:23.769;54;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.306525;737065.306886;71.898162;0.056687;0.302763;0.579285;0.061265; 
FU2Z05-01-2018_07:32:07.548;55;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.313976;737065.314262;65.734027;0.090645;0.302482;0.494359;0.112515; 
FU2Z05-01-2018_07:32:46.127;56;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.314423;737065.314528;23.264663;0.000817;0.563705;0.239607;0.195872; 
FU2Z05-01-2018_07:38:03.968;57;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.318101;737065.319055;98.987314;0.139206;0.256888;0.441048;0.162858; 
FU2Z05-01-2018_07:51:37.283;58;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.327515;737065.327641;44.162015;0.098827;0.293770;0.475904;0.131498; 
FU2Z05-01-2018_08:59:25.217;59;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.374597;737065.374724;34.266194;0.036456;0.595274;0.303282;0.064988; 
FU2Z05-01-2018_09:16:22.937;60;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.386377;737065.386618;44.162015;0.024456;0.256352;0.581400;0.137791; 
FU2Z05-01-2018_09:31:48.806;61;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.397093;737065.397334;44.162015;0.071436;0.217164;0.526423;0.184977; 
FU2Z05-01-2018_09:59:37.281;62;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.416404;737065.416509;45.787166;0.302886;0.132535;0.017650;0.546929; 
FU2Z05-01-2018_10:11:08.549;63;99;FU2;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.424404;737065.424631;23.264663;0.249200;0.113687;0.070517;0.566596; 
FU2Z05-01-2018_10:54:09.676;64;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.454279;737065.454456;91.686169;0.074095;0.251593;0.569224;0.105089; 
FU2Z05-01-2018_10:55:16.341;65;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.455050;737065.455392;44.162015;0.056340;0.206526;0.472853;0.264280; 
FU2Z05-01-2018_11:27:58.170;66;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.477757;737065.477973;44.162015;0.026394;0.387570;0.494738;0.091297; 
FU2Z05-01-2018_12:03:50.813;67;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.502671;737065.502776;34.266194;0.150431;0.470077;0.208428;0.171064; 
FU2Z05-01-2018_12:33:52.661;68;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.523526;737065.523631;34.266194;0.073341;0.510803;0.333571;0.082286; 
FU2Z05-01-2018_13:27:43.822;69;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.560924;737065.561348;98.987314;0.008125;0.398818;0.511938;0.081120; 
FU2Z05-01-2018_13:28:26.958;70;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.561423;737065.561588;98.574671;0.024617;0.385192;0.515445;0.074746; 
FU2Z05-01-2018_13:46:23.941;71;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.573888;737065.574090;44.162015;0.075998;0.357549;0.422898;0.143556; 
FU2Z05-01-2018_13:56:52.499;72;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.581163;737065.581294;71.053360;0.044823;0.518422;0.283715;0.153041; 
FU2Z05-01-2018_14:17:51.522;73;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.595735;737065.595981;80.949181;0.125301;0.259622;0.408208;0.206869; 
FU2Z05-01-2018_14:18:16.211;74;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.596021;737065.596349;98.363326;0.029046;0.302568;0.590274;0.078111; 
FU2Z05-01-2018_14:19:01.961;75;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.596550;737065.597007;62.795519;0.056346;0.343637;0.405752;0.194265; 
FU2Z05-01-2018_14:46:52.904;76;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.615890;737065.616094;34.266194;0.069857;0.459002;0.202443;0.268698; 
FU2Z05-01-2018_15:02:47.909;77;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.626943;737065.627487;71.898162;0.007027;0.394248;0.579096;0.019629; 
FU2Z05-01-2018_15:04:02.307;78;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.627804;737065.628310;62.795519;0.009707;0.224734;0.484980;0.280579; 
FU2Z05-01-2018_15:05:42.502;79;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.628964;737065.629370;53.587767;0.003987;0.330981;0.586494;0.078538; 
FU2Z05-01-2018_15:08:48.549;80;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.631117;737065.631292;34.266194;0.098231;0.463717;0.208553;0.229499; 
FU2Z05-01-2018_15:17:40.756;81;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.637277;737065.637519;95.515816;0.173261;0.202380;0.441708;0.182651; 
FU2Z05-01-2018_15:18:37.532;82;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.637934;737065.638354;62.795519;0.044544;0.348864;0.518844;0.087748; 
FU2Z05-01-2018_15:42:02.403;83;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.654194;737065.654299;90.176317;0.057799;0.243446;0.422847;0.275908; 
FU2Z05-01-2018_16:19:20.902;84;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.680103;737065.680207;23.264663;0.437358;0.261576;0.289798;0.011267; 
FU2Z05-01-2018_16:20:45.842;85;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.681086;737065.681290;44.162015;0.053179;0.356336;0.498941;0.091545; 
FU2Z05-01-2018_16:31:31.463;86;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.688559;737065.688663;62.795519;0.054709;0.571035;0.255852;0.118404; 
FU2Z05-01-2018_16:58:01.899;87;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.706966;737065.707077;53.587767;0.066002;0.262053;0.598682;0.073263; 
FU2Z05-01-2018_17:16:02.724;88;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.719476;737065.719638;9.000000;0.001222;0.557791;0.365461;0.075526; 
FU2Z05-01-2018_17:33:15.777;89;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.731433;737065.731537;71.898162;0.042031;0.288332;0.531477;0.138160; 
FU2Z05-01-2018_17:51:46.577;90;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.744289;737065.744438;9.000000;0.491582;0.380599;0.069654;0.058165; 
FU2Z05-01-2018_18:00:36.593;91;99;FU2;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.750424;737065.750529;9.000000;0.413905;0.248689;0.207683;0.129724; 
FU2Z05-01-2018_18:15:12.795;92;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.760565;737065.760669;34.266194;0.002733;0.542498;0.391316;0.063453; 
FU2Z05-01-2018_18:34:35.407;93;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.774021;737065.774416;53.587767;0.000080;0.306908;0.568004;0.125008; 
FU2Z05-01-2018_18:36:25.694;94;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.775297;737065.775446;98.363326;0.080626;0.287125;0.523324;0.108925; 
FU2Z05-01-2018_18:52:40.657;95;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.786582;737065.786823;44.162015;0.012394;0.390864;0.556622;0.040120; 
FU2Z05-01-2018_19:23:07.243;96;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.807723;737065.807962;80.949181;0.056854;0.390281;0.421572;0.131292; 
FU2Z05-01-2018_19:23:38.012;97;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.808079;737065.808374;44.162015;0.053568;0.315833;0.571074;0.059525; 
FU2Z05-01-2018_19:25:46.512;98;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.809566;737065.810383;98.987314;0.060113;0.259094;0.555104;0.125690; 
FU2Z05-01-2018_19:27:37.529;99;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.810851;737065.811695;98.987314;0.103115;0.296682;0.459883;0.140320; 
FU2Z05-01-2018_19:30:01.207;100;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.812514;737065.812652;98.987314;0.062204;0.299549;0.432159;0.206088; 
FU2Z05-01-2018_19:30:15.352;101;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.812678;737065.813351;98.987314;0.027523;0.384874;0.494714;0.092889; 
FU2Z05-01-2018_19:43:53.328;102;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.822145;737065.822428;95.515816;0.009759;0.579606;0.223803;0.186832; 
FU2Z05-01-2018_19:51:15.601;103;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.827264;737065.827468;89.350002;0.078366;0.226394;0.590376;0.104864; 
FU2Z05-01-2018_20:58:55.783;104;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.874257;737065.874425;23.264663;0.032440;0.555362;0.277895;0.134303; 
FU2Z05-01-2018_21:02:17.624;105;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.876593;737065.876826;34.266194;0.057945;0.428611;0.390453;0.122991; 
FU2Z05-01-2018_21:04:12.133;106;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.877918;737065.878105;98.574671;0.003428;0.261309;0.534543;0.200720; 
FU2Z05-01-2018_21:04:29.698;107;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.878121;737065.878281;89.666064;0.024550;0.398607;0.420940;0.155904; 
FU2Z05-01-2018_21:04:59.095;108;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.878462;737065.878835;98.574671;0.103620;0.242714;0.513991;0.139674; 
FU2Z05-01-2018_21:07:52.065;109;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.880464;737065.880569;34.266194;0.072115;0.584462;0.208477;0.134945; 
FU2Z05-01-2018_22:53:42.018;110;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.953958;737065.954427;44.162015;0.048705;0.514141;0.271959;0.165195; 
FU2Z05-01-2018_22:57:50.131;111;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.956830;737065.957044;89.974615;0.007866;0.326784;0.515251;0.150099; 
FU2Z05-01-2018_23:00:22.645;112;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.958595;737065.958740;98.987314;0.060841;0.246288;0.599706;0.093166; 
FU2Z05-01-2018_23:01:08.545;113;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.959127;737065.959372;98.987314;0.070624;0.320844;0.472154;0.136378; 
FU2Z05-01-2018_23:01:38.032;114;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.959468;737065.959588;89.974615;0.093379;0.239598;0.565210;0.101814; 
FU2Z05-01-2018_23:03:21.563;115;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.960666;737065.960860;89.974615;0.073278;0.326812;0.431300;0.168611; 
FU2Z05-01-2018_23:03:45.937;116;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.960948;737065.961157;74.815947;0.030173;0.320337;0.578273;0.071217; 
FU2Z05-01-2018_23:05:29.878;117;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.962151;737065.962343;98.987314;0.054870;0.328622;0.450673;0.165836; 
FU2Z05-01-2018_23:05:47.748;118;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.962358;737065.962860;98.987314;0.067673;0.390457;0.422970;0.118900; 
FU2Z05-01-2018_23:06:44.082;119;99;FU2;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.963010;737065.963146;44.162015;0.035078;0.356380;0.486178;0.122364; 
FU2Z05-01-2018_23:51:25.408;120;99;FU2;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.994044;737065.994210;34.266194;0.057126;0.549036;0.321513;0.072325; 
NBLZ05-01-2018_00:01:11.499;1;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.000828;737065.000965;34.266194;0.111268;0.545249;0.228671;0.114812; 
NBLZ05-01-2018_00:09:14.954;2;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.006423;737065.006565;23.264663;0.083108;0.578221;0.236185;0.102486; 
NBLZ05-01-2018_00:17:33.587;3;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.012194;737065.012410;34.266194;0.099679;0.455046;0.261744;0.183531; 
NBLZ05-01-2018_00:28:50.942;4;99;NBL;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.020034;737065.020161;23.264663;0.461726;0.298069;0.121786;0.118419; 
NBLZ05-01-2018_00:30:04.966;5;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.020891;737065.020995;72.300807;0.060981;0.439600;0.398358;0.101061; 
NBLZ05-01-2018_00:31:34.679;6;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.021929;737065.022042;23.264663;0.068234;0.477944;0.375518;0.078304; 
NBLZ05-01-2018_00:44:37.451;7;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.030989;737065.031251;34.266194;0.096132;0.554244;0.239188;0.110437; 
NBLZ05-01-2018_00:51:59.066;8;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.036100;737065.036349;34.266194;0.084760;0.538104;0.250887;0.126248; 
NBLZ05-01-2018_00:55:10.616;9;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.038317;737065.038422;72.691340;0.030081;0.501687;0.397883;0.070349; 
NBLZ05-01-2018_01:00:34.514;10;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.042066;737065.042211;23.264663;0.049711;0.569347;0.281358;0.099583; 
NBLZ05-01-2018_01:03:54.052;11;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.044376;737065.044562;23.264663;0.042151;0.528163;0.361897;0.067789; 
NBLZ05-01-2018_01:18:46.343;12;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.054703;737065.054896;89.974615;0.013975;0.396872;0.498686;0.090466; 
NBLZ05-01-2018_01:19:11.829;13;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.054998;737065.055227;62.795519;0.132012;0.280934;0.419683;0.167371; 
NBLZ05-01-2018_01:23:00.843;14;99;NBL;Z;1;1;03-08-21;cesar;1.000000;VT;1;no comment;1.000000;737065.057649;737065.057753;89.666064;0.403744;0.370386;0.196048;0.029823; 
NBLZ05-01-2018_01:31:19.469;15;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.063420;737065.063533;34.266194;0.077658;0.401250;0.397287;0.123805; 
NBLZ05-01-2018_01:39:58.488;16;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.069427;737065.069619;34.266194;0.138707;0.419772;0.285478;0.156042; 
NBLZ05-01-2018_01:46:26.591;17;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.073919;737065.074045;90.176317;0.016537;0.401105;0.232441;0.349917; 
NBLZ05-01-2018_01:47:30.429;18;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.074658;737065.074780;53.587767;0.116528;0.262986;0.408422;0.212064; 
NBLZ05-01-2018_02:01:40.145;19;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.084492;737065.084661;98.885376;0.080909;0.325835;0.500582;0.092673; 
NBLZ05-01-2018_02:12:50.824;20;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.092255;737065.092439;98.626974;0.121261;0.215655;0.501007;0.162077; 
NBLZ05-01-2018_02:14:00.367;21;99;NBL;Z;1;1;03-08-21;cesar;1.000000;OT;1;no comment;1.000000;737065.093060;737065.093164;53.587767;0.310038;0.159864;0.127542;0.402556; 
NBLZ05-01-2018_02:17:09.033;22;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.095243;737065.095361;23.264663;0.108548;0.483404;0.297075;0.110973; 
NBLZ05-01-2018_02:29:33.609;23;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.103861;737065.104051;34.266194;0.063048;0.469757;0.357178;0.110017; 
NBLZ05-01-2018_02:47:08.548;24;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.116071;737065.116256;56.568620;0.015141;0.339313;0.428428;0.217119; 
NBLZ05-01-2018_02:51:38.086;25;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.119191;737065.119304;23.264663;0.017826;0.561481;0.385622;0.035071; 
NBLZ05-01-2018_03:07:45.961;26;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.130393;737065.130722;34.266194;0.043207;0.587379;0.322996;0.046418; 
NBLZ05-01-2018_03:10:33.571;27;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.132333;737065.132705;95.778465;0.075063;0.289349;0.539089;0.096499; 
NBLZ05-01-2018_03:11:47.077;28;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.133184;737065.133374;98.202528;0.045327;0.523738;0.370542;0.060392; 
NBLZ05-01-2018_03:12:29.856;29;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.133679;737065.134102;53.587767;0.006568;0.241431;0.539242;0.212760; 
NBLZ05-01-2018_03:16:51.030;30;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.136702;737065.136905;98.987314;0.020382;0.359357;0.571809;0.048452; 
NBLZ05-01-2018_03:17:30.361;31;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137157;737065.137262;98.936445;0.019122;0.293989;0.595774;0.091115; 
NBLZ05-01-2018_03:17:52.606;32;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.137414;737065.137519;71.898162;0.084244;0.440159;0.379698;0.095899; 
NBLZ05-01-2018_03:18:02.914;33;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.137534;737065.137985;62.795519;0.095337;0.224756;0.401896;0.278011; 
NBLZ05-01-2018_03:20:45.074;34;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.139411;737065.139814;91.506763;0.049896;0.389715;0.509061;0.051327; 
NBLZ05-01-2018_03:21:56.704;35;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.140240;737065.140448;44.162015;0.085166;0.314194;0.444888;0.155753; 
NBLZ05-01-2018_03:23:56.354;36;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.141624;737065.141996;91.506763;0.096610;0.247682;0.470643;0.185066; 
NBLZ05-01-2018_03:26:11.535;37;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.143189;737065.143548;89.974615;0.150218;0.410049;0.259007;0.180726; 
NBLZ05-01-2018_03:26:46.728;38;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.143596;737065.143794;44.162015;0.054234;0.264640;0.574483;0.106644; 
NBLZ05-01-2018_03:30:26.166;39;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.146136;737065.146440;98.987314;0.102941;0.216766;0.550528;0.129765; 
NBLZ05-01-2018_03:31:04.636;40;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.146581;737065.146841;96.288342;0.006351;0.397620;0.503123;0.092906; 
NBLZ05-01-2018_03:38:02.551;41;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.151418;737065.151590;44.162015;0.114135;0.268245;0.499210;0.118409; 
NBLZ05-01-2018_03:46:41.215;42;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.157421;737065.157671;34.266194;0.031014;0.413728;0.373685;0.181574; 
NBLZ05-01-2018_03:54:57.891;43;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.163170;737065.163279;23.264663;0.017713;0.526686;0.231363;0.224238; 
NBLZ05-01-2018_04:08:00.620;44;99;NBL;Z;1;1;03-08-21;cesar;1.000000;LP;1;no comment;1.000000;737065.172229;737065.172421;34.266194;0.070896;0.584646;0.252828;0.091630; 
NBLZ05-01-2018_04:16:31.918;45;99;NBL;Z;1;1;03-08-21;cesar;1.000000;TR;1;no comment;1.000000;737065.178147;737065.178357;90.176317;0.008393;0.291243;0.473181;0.227184; 
